순번,시장-상점가 구분,인정여부,지자체,시장-상점가명,실시여부 - 1) 배송서비스,실시여부 - 2) 장보기서비스
1459,상점가,상점가,광주북구,공구의거리,2,2
1460,상점가,상점가,광주북구,자동차의거리,2,2
1461,상점가,상점가,광주북구,패션의거리,2,2
1462,상점가,상점가,광주북구,오리요리의거리,2,2
1463,상점가,상점가,대전대덕구,송촌동 상점가,2,2
1464,상점가,상점가,대전대덕구,오정동상점가,2,2
1465,상점가,상점가,대전동구,역전시장,2,2
1466,상점가,상점가,대전동구,홍도동상점가,2,2
1467,상점가,상점가,대전서구,가수원상점가,2,2
1468,상점가,상점가,대전서구,둔산3동상점가,2,2
1469,상점가,상점가,대전중구,문화예술의거리대흥동상점가,2,2
1470,상점가,상점가,대전중구,오류동특화거리상점가,2,2
1471,상점가,상점가,대전중구,은행동상점가상인회(명칭변경),2,2
1472,상점가,상점가,대전중구,중촌동맞춤거리상점가,2,2
1473,상점가,상점가,대전중구,충무자동차거리상점가,2,2
1474,상점가,상점가,울산남구,삼산웨딩거리상점가,2,2
1475,상점가,상점가,울산동구,동울산시장상점가,2,2
1476,상점가,상점가,울산동구,전하시장상점가,2,2
1477,전통시장,인정시장,울산울주군,언양알프스시장,2,2
1478,상점가,상점가,울산중구,보세거리,2,2
1479,상점가,상점가,울산중구,젊음의거리,2,2
1480,상점가,상점가,울산중구,중앙길(문화의거리)상가,2,2
1481,상점가,상점가,울산중구,태화십리대밭먹거리단지,2,2
1482,상점가,상점가,울산중구,학성가구거리,2,2
1483,상점가,상점가,경기가평군,설악리 신천리 상점가,2,2
1484,상점가,상점가,경기고양시,삼송상점가,2,2
1485,상점가,상점가,경기고양시,덕이동로데오메인타운,2,2
1486,상점가,상점가,경기고양시,일산서문상점가,2,2
1487,상점가,상점가,경기군포시,산본로데오거리상점가,2,2
1488,상점가,상점가,경기부천시,신중동문화거리,2,2
1489,상점가,상점가,경기수원시,권선가구거리상점가,2,2
1490,상점가,상점가,경기수원시,매산로테마거리상점가,2,2
1491,상점가,상점가,경기시흥시,신천동 문화의거리 ,2,2
1492,상점가,상점가,경기안산시,선부광장로,2,2
1493,상점가,상점가,경기안산시,예술광장로 상점가,2,2
1494,상점가,상점가,경기안산시,도리섬상점가,2,2
1495,상점가,상점가,경기안산시,한대앞역상점가,2,2
1496,상점가,상점가,경기안양시,안양1번가,2,2
1497,상점가,상점가,경기안양시,평촌1번가,2,2
1498,상점가,상점가,경기안양시,평촌역상가,2,2
1499,상점가,상점가,경기여주시,먹자골음식문화의거리(창동먹자골상점가),2,2
1500,전통시장,인정시장,경기여주시,여주한글시장(여주중앙로상점가),2,2
1501,상점가,상점가,경기의정부시,녹색거리상점가,2,2
1502,상점가,상점가,경기파주시,운정가구타운 상점가,2,2
1503,상점가,상점가,경기포천시,고모3리상점가,2,2
1504,상점가,상점가,경기하남시,하남시동석바대시장상점가,2,2
1505,상점가,상점가,경기하남시,하남시서석바대시장상점가,2,2
1506,상점가,상점가,경기화성시,능동상가,2,2
1507,상점가,상점가,경기화성시,동탄상가,2,2
1508,상점가,상점가,경기화성시,병점중심상가,2,2
1509,상점가,상점가,경기화성시,반월제일현대상가,2,2
1510,상점가,상점가,강원속초시,설악로데오거리상점가,2,2
1511,상점가,상점가,강원춘천시,요선시장,2,2
1512,상점가,상점가,강원춘천시,인공폭포상가,2,2
1513,전통시장,인정시장,충북단양군,부강상가시장,2,2
1514,상점가,상점가,충북청주시,청주성안길상점가,2,2
1515,상점가,상점가,충남계룡시,금암동상점가,2,2
1516,상점가,상점가,충남계룡시,엄사상점가,2,2
1517,상점가,상점가,충남금산군,금산중앙로상점가,2,2
1518,상점가,상점가,충남당진시,당진원시가지상가가활성구역,2,2
1519,상점가,상점가,충남당진시,합덕중앙상점가,2,2
1520,상점가,상점가,충남천안시,명동대흥로상점가,2,2
1521,상점가,상점가,충남천안시,천안신부문화거리상점가,2,2
1522,상점가,상점가,충남홍성군,명동상점가,2,2
1523,상점가,상점가,전북완주군,삼례상점가,2,2
1524,상점가,상점가,전북익산시,원광온누리상점가,2,2
1525,상점가,상점가,전북임실군,오수상점가,2,2
1526,상점가,상점가,전북전주시,전북대대학로상점가,2,2
1527,상점가,상점가,전북전주시,전주동문상점가,2,2
1528,상점가,상점가,전북전주시,전주전자상가(전주기린로전자상가),2,2
1529,상점가,상점가,전북전주시,전주풍남문상점가,2,2
1530,상점가,상점가,전북정읍시,새암로상점가,2,2
1531,상점가,상점가,전북정읍시,정읍산외한우마을,2,2
1532,상점가,상점가,전북정읍시,중앙로상점가,2,2
1533,상점가,상점가,전남나주시,금빛상점가,2,2
1534,상점가,상점가,전남나주시,남내상점가 (구 나주상가),2,2
1535,상점가,상점가,전남순천시,순천문화의거리 금꽃예술촌상인회,2,2
1536,상점가,상점가,전남순천시,순천대1번가상가,2,2
1537,상점가,상점가,전남여수시,여수진남상가,2,2
1538,상점가,상점가,경북경산시,경산시중앙상점가,2,2
1539,상점가,상점가,경북경주시,충효상점가,2,2
1540,상점가,상점가,경북경주시,황성상점가,2,2
1541,상점가,상점가,경북김천시,부곡맛고을상가,2,2
1542,상점가,상점가,경북안동시,안동남서상점가,2,2
1543,상점가,상점가,경북안동시,안동중앙문화의거리상점가,2,2
1544,상점가,상점가,경북영주시,풍기인삼홍삼상점가,2,2
1545,상점가,상점가,경남김해시,김해중앙상가,2,2
1546,상점가,상점가,경남진주시,로데오거리상점가,2,2
1547,상점가,상점가,경남진주시,진주중앙상점가,2,2
1548,상점가,상점가,경남진주시,진주청과상점가,2,2
1549,상점가,상점가,경남창원시,수남상가,2,2
1550,상점가,상점가,경남창원시,오동동상점가,2,2
1551,상점가,상점가,경남창원시,창동통합상가,2,2
1552,상점가,상점가,경남창원시,정우상가,2,2
1553,상점가,상점가,경남창원시,지귀상가,2,2
1554,상점가,상점가,경남통영시,충무데파트,2,2
1555,상점가,상점가,제주서귀포시,이중섭거리 명동로상가,2,2
1556,상점가,상점가,제주서귀포시,중정로상가,2,2
1557,지하도상점가,상점가,서울서초구,㈜고투몰 상인회,2,2
1558,지하도상점가,상점가,서울영등포구,영등포로타리지하상가,2,2
1559,지하도상점가,상점가,서울영등포구,영등포시장지하도상점가,2,2
1560,지하도상점가,상점가,서울영등포구,영등포역지하도상가,2,2
1561,지하도상점가,인정시장,서울종로구,동대문지하쇼핑센터,2,2
1562,지하도상점가,인정시장,서울종로구,마전교지하쇼핑센터,2,2
1563,지하도상점가,인정시장,서울종로구,종각지하쇼핑센터,2,2
1564,지하도상점가,인정시장,서울종로구,종로4가지하쇼핑센터,2,2
1565,지하도상점가,인정시장,서울종로구,종오지하쇼핑센터,2,2
1566,지하도상점가,상점가,서울중구,남대문로지하상가,2,2
1567,지하도상점가,인정시장,서울중구,명동역지하쇼핑센터,2,2
1568,지하도상점가,인정시장,서울중구,소공지하도상가,2,2
1569,지하도상점가,인정시장,서울중구,시청광장지하도상가,2,2
1570,지하도상점가,인정시장,서울중구,청계5가지하쇼핑센터,2,2
1571,지하도상점가,인정시장,서울중구,청계6가지하쇼핑센타,2,2
1572,지하도상점가,인정시장,부산동구,부산역지하도상가,2,2
1573,지하도상점가,인정시장,부산부산진구,서면지하도상가 서면몰,2,2
1574,지하도상점가,인정시장,부산부산진구,서면지하상가 부전몰,2,2
1575,지하도상점가,인정시장,부산북구,덕천지하상가(태아쇼핑),2,2
1576,지하도상점가,인정시장,부산중구,광복지하도상가,2,2
1577,지하도상점가,상점가,부산중구,국제지하도상가,2,2
1578,지하도상점가,인정시장,부산중구,남포지하도상가,2,2
1579,지하도상점가,인정시장,대구서구,두류1번가,2,2
1580,지하도상점가,인정시장,대구중구,대신지하상가,2,2
1581,지하도상점가,인정시장,대구중구,대현프리몰,2,2
1582,지하도상점가,인정시장,대구중구,메트로센터(반월당지하쇼핑),2,2
1583,지하도상점가,인정시장,대구중구,메트로프라자,2,2
1584,지하도상점가,인정시장,인천미추홀구,석바위지하도상가,2,2
1585,지하도상점가,상점가,인천미추홀구,주안시민지하상가,2,2
1586,지하도상점가,인정시장,인천미추홀구,주안역지하상가,2,2
1587,지하도상점가,상점가,인천동구,배다리전통공예지하상가,2,2
1588,지하도상점가,인정시장,인천부평구,부평대아지하상가,2,2
1589,지하도상점가,인정시장,인천부평구,부평역지하상가,2,2
1590,지하도상점가,인정시장,인천부평구,부평중앙지하상가,2,2
1591,지하도상점가,인정시장,인천부평구,신부평지하상가,2,2
1592,지하도상점가,상점가,인천중구,새동인천지하상가,2,2
1593,지하도상점가,상점가,인천중구,새인현지하상가,2,2
1594,지하도상점가,상점가,인천중구,신포지하상가,2,2
1595,지하도상점가,상점가,인천중구,중앙로지하상가,2,2
1596,지하도상점가,상점가,광주동구,금남로지하상가,2,2
1597,지하도상점가,상점가,광주동구,충금지하상가,2,2
1598,지하도상점가,상점가,광주동구,금남지하도상가,2,2
1599,지하도상점가,상점가,대전동구,역전지하상가,2,2
1600,지하도상점가,상점가,대전중구,중앙로지하상가,2,2
1601,지하도상점가,상점가,경기부천시,부천역지하도상가,2,2
1602,지하도상점가,인정시장,경기성남시,성남중앙지하시장,2,2
1603,지하도상점가,인정시장,경기수원시,역전지하도상가,2,2
1604,지하도상점가,인정시장,경기안양시,안양1번가지하쇼핑몰,2,2
1605,지하도상점가,인정시장,경기안양시,안양중앙지하상가,2,2
1606,지하도상점가,상점가,경기의정부시,의정부역지하상가,2,2
1607,상점가,상점가,강원원주시,원주 중앙로문화의거리,2,2
1608,지하도상점가,상점가,강원춘천시,춘천지하상가,2,2
1609,지하도상점가,상점가,충남천안시,천안역지하상가,2,2
1610,지하도상점가,상점가,전남순천시,순천씨내몰상가,2,2
1611,지하도상점가,상점가,경남진주시,진주중앙지하도상가 에나몰,2,2
1612,지하도상점가,인정시장,경남창원시,대현프리몰,2,2
1613,지하도상점가,상점가,경남창원시,부림지하시장,2,2
1614,지하도상점가,인정시장,제주제주시,제주중앙지하상가,2,2
1615,전통시장,인정시장,경기가평군,청평여울시장,2,2
1616,전통시장,인정시장,경기성남시,모란전통기름시장,2,2
1617,전통시장,인정시장,경기안양시,중부농수산물시장,2,2
1618,상점가,상점가,경기양주시,엄상동마을상점가,2,2
1619,전통시장,미인정시장,경기여주시,율촌시장,2,2
1620,상점가,상점가,경기이천시,이천중앙로상가번영회 이천상인회,2,2
1621,상점가,상점가,경기이천시,SK하이닉스(주)상점가,2,2
1622,상점가,상점가,경기이천시,남천 상점가,2,2
1623,상점가,상점가,경기이천시,송정동 상점가,2,2
1624,상점가,상점가,경기이천시,예스파크 상점가,2,2
1625,상점가,상점가,대구중구,대봉동웨딩거리상점가,2,2
1626,상점가,상점가,부산금정구,부산대상점가,2,2
1627,전통시장,인정시장,부산부산진구,철뚝시장,2,2
1628,전통시장,인정시장,서울동대문구,답십리건축자재시장,2,2
1629,전통시장,미인정시장,서울성북구,장곡시장,2,2
1630,지하도상점가,상점가,서울송파구,잠실역지하쇼핑센터,2,2
1631,전통시장,인정시장,서울양천구,신곡종합시장,2,2
1632,전통시장,인정시장,서울양천구,신정제일시장,2,2
1633,상점가,상점가,서울은평구,응암오거리상점가,2,2
1634,전통시장,미인정시장,서울은평구,증산골목시장,2,2
1635,상점가,상점가,서울중랑구,동원전통시장상점가,2,2
1636,지하도상점가,상점가,인천중구,동인천지하아케이트,2,2
1637,상점가,상점가,전남강진군,강진중앙로상가,2,2
1638,상점가,상점가,전남나주시,나주혁신도시상가번영회,2,2
1639,상점가,상점가,제주제주시,누웨마루거리상점가,2,2
1640,상점가,상점가,제주제주시,한림중앙상가,2,2
1641,전통시장,인정시장,충남보령시,대천항종합수산물시장,1,2
1642,전통시장,인정시장,충남부여군,부여 새시장,2,2
1643,전통시장,미인정시장,충남홍성군,광천원동시장,2,2
1644,상점가,상점가,경기안산시,사리골 상점가,2,2
1645,전통시장,인정시장,경기안산시,안산패션타운전통시장,2,2
1646,전통시장,인정시장,경기안산시,안산 다농마트 전통시장,2,2
1647,상점가,상점가,경남창원시,산호동상점가,2,2
1648,전통시장,인정시장,경북영주시,풍기선비골인삼시장,2,2
1649,상점가,상점가,서울강동구,천호공구거리상점가,2,2
1650,전통시장,인정시장,서울구로구,고척골목시장상점가,2,2
1651,상점가,상점가,서울노원구,상계역전종합상가,2,2
1652,상점가,상점가,서울노원구,상계주공1단지(가)상가,2,2
1653,상점가,상점가,서울노원구,시영2단지 무지개종합상가,2,2
1654,상점가,상점가,서울노원구,시영B상가,2,2
1655,상점가,상점가,서울도봉구,쌍문역둘리상점가상인회,2,2
1656,상점가,상점가,서울중구,백학시장 상점가,2,2
1657,전통시장,인정시장,서울중구,청계상가,2,2
1658,전통시장,인정시장,서울중랑구,장미제일시장,2,2
1659,상점가,상점가,대구중구,북성로 상점가,2,2
1660,상점가,상점가,인천중구,차이나타운로상점가,2,2
1661,상점가,상점가,경기과천시,과천상점가,2,2
1662,전통시장,인정시장,경기시흥시,오이도전통수산시장,2,2
1663,전통시장,인정시장,경기양평군,양동쌍학시장,2,2
1664,상점가,상점가,강원춘천시,명동상점가,2,2
1665,상점가,상점가,전북김제시,화동길 상점가,2,2
1666,상점가,상점가,전북완주군,고산구시장상점가,2,2
1667,상점가,상점가,경북김천시,평화로상가,2,2
1668,전통시장,인정시장,경북포항시,청림시장,2,2
1669,전통시장,인정시장,경북포항시,환호그린빌시장,2,2
1670,전통시장,미인정시장,경북포항시,광장시장 (대도오광장종합회시장),2,2
1671,전통시장,인정시장,경남사천시,삼천포전통수산시장,2,2
1672,전통시장,인정시장,경남양산시,석계시장,2,2
1673,상점가,상점가,서울강남구,도곡시장,1,2
1674,상점가,상점가,경기부천시,심곡복개천 상점가,2,2
1675,상점가,상점가,경기부천시,원미금강 상점가,2,2
1676,상점가,상점가,경기여주시,여주세종시장상점가,2,2
1677,상점가,상점가,경기여주시,오학동상점가 ,2,2
1678,상점가,상점가,경기여주시,점봉동상점가,2,2
1679,상점가,상점가,경기여주시,가남상점가,2,2
1680,전통시장,인정시장,충북제천시,제천고추시장,2,2
1681,상점가,상점가,전북군산시,강천상가,2,2
1682,상점가,상점가,전북정읍시,연지상가번영회,2,2
1683,상점가,상점가,전남순천시,부영3차상가번영회,2,2
1684,상점가,상점가,전남순천시,연향2지구상가번영회,2,2
1685,상점가,상점가,전남순천시,우석로상가번영회,2,2
1686,상점가,상점가,전남순천시,장천동상가번영회,2,2
1687,전통시장,인정시장,경북김천시,부곡시장,2,2
1688,전통시장,인정시장,경북김천시,중앙시장,2,2
1689,전통시장,인정시장,경북문경시,문화의거리 행복상점가,2,2
1690,전통시장,인정시장,경북문경시,점촌역전상점가,2,2
1691,전통시장,인정시장,경북상주시,남성시장,2,2
1692,상점가,상점가,경남통영시,죽림상점가,2,2
1693,전통시장,인정시장,서울강북구,숭인시장,1,2
1694,전통시장,미인정시장,서울광진구,능동로골목시장(미인정),2,2
1695,전통시장,인정시장,서울도봉구,쌍문시장,2,2
1696,전통시장,인정시장,서울동대문구,경동시장,2,2
1697,전통시장,인정시장,서울마포구,동진시장,2,2
1698,전통시장,인정시장,서울마포구,마포시장,2,2
1699,전통시장,인정시장,서울서대문구,포방터시장,2,2
1700,전통시장,인정시장,서울영등포구,영등포유통상가,2,2
1701,전통시장,인정시장,서울종로구,광장시장,2,2
1702,전통시장,인정시장,서울중구,에리어식스(벨포스트),2,2
1703,전통시장,인정시장,서울중구,숭례문수입상가,2,2
1704,전통시장,인정시장,서울중구,청평화시장,2,2
1705,전통시장,미인정시장,부산남구,대연중앙시장,2,2
1706,전통시장,인정시장,부산동래구,국민시장,2,2
1707,전통시장,인정시장,부산동래구,온천로터리종합시장,2,2
1708,전통시장,인정시장,부산부산진구,양정전통시장,2,2
1709,전통시장,인정시장,부산북구,정이있는구포시장,2,2
1710,전통시장,인정시장,부산사상구,감전제일상가시장,2,2
1711,전통시장,인정시장,부산사상구,고려쇼핑센터,2,2
1712,전통시장,인정시장,부산사상구,부산광역시철강판매협동조합,2,2
1713,전통시장,인정시장,부산수영구,동방시장,2,2
1714,전통시장,인정시장,부산해운대구,반송시장,2,2
1715,전통시장,인정시장,인천동구,송현자유시장,2,2
1716,전통시장,인정시장,광주남구,봉선시장,2,2
1717,전통시장,인정시장,광주동구,산수시장,2,2
1718,전통시장,인정시장,대전동구,정원시장,2,2
1719,전통시장,인정시장,대전중구,용두전통시장,2,2
1720,전통시장,인정시장,대전중구,유천전통시장,2,2
1721,전통시장,미인정시장,경기남양주시,광릉5일장,2,2
1722,전통시장,인정시장,경기부천시,원미부흥시장,2,2
1723,전통시장,인정시장,경기성남시,분당종합시장,2,2
1724,전통시장,인정시장,경기성남시,야탑에이스코아시장,2,2
1725,전통시장,인정시장,경기성남시,현대프라자시장,2,2
1726,전통시장,인정시장,경기여주시,제일시장,2,2
1727,전통시장,미인정시장,경기연천군,연천5일장,2,2
1728,전통시장,미인정시장,경기용인시,용인5일장,2,2
1729,전통시장,인정시장,경기의정부시,의정부시장,2,2
1730,전통시장,인정시장,경기파주시,봉일천시장,2,2
1731,전통시장,미인정시장,경기포천시,송우공설시장,2,2
1732,전통시장,미인정시장,경기포천시,일동공설시장,2,2
1733,전통시장,미인정시장,강원삼척시,근덕5일장,2,2
1734,전통시장,미인정시장,강원삼척시,도계5일장,2,2
1735,전통시장,인정시장,강원삼척시,도계전두시장,2,2
1736,전통시장,인정시장,강원삼척시,도계중앙시장,2,2
1737,전통시장,미인정시장,강원삼척시,삼척5일장,2,2
1738,전통시장,미인정시장,강원삼척시,호산5일장,2,2
1739,전통시장,미인정시장,강원삼척시,호산시장,1,2
1740,전통시장,인정시장,강원영월군,영월종합상가시장,2,2
1741,전통시장,미인정시장,강원영월군,주천정기시장,2,2
1742,전통시장,미인정시장,강원인제군,서화5일장,2,2
1743,전통시장,미인정시장,강원인제군,신남5일장,2,2
1744,전통시장,미인정시장,강원태백시,철암장,2,2
1745,전통시장,미인정시장,강원태백시,통리장,2,2
1746,전통시장,인정시장,충북괴산군,연풍전통시장,2,1
1747,전통시장,인정시장,충북보은군,삼승원남시장(원남재래시장),2,2
1748,전통시장,인정시장,충북보은군,회인재래시장,2,2
1749,전통시장,미인정시장,충북옥천군,청산시장(청산재래시장),2,2
1750,전통시장,인정시장,충북충주시,엄정내창시장,2,2
1751,전통시장,인정시장,충남예산군,광시시장,2,2
1752,전통시장,인정시장,충남예산군,삽교시장,2,2
1753,전통시장,인정시장,전북익산시,서동시장,2,2
1754,전통시장,인정시장,전북익산시,익산금마시장,1,1
1755,전통시장,인정시장,전북익산시,중앙시장,2,2
1756,전통시장,인정시장,전남고흥군,고흥전통시장,2,2
1757,전통시장,인정시장,전남목포시,동부시장,2,2
1758,전통시장,인정시장,전남목포시,목포종합수산시장,2,2
1759,전통시장,인정시장,전남무안군,망운전통시장,2,2
1760,전통시장,인정시장,전남순천시,괴목시장,2,2
1761,전통시장,인정시장,전남순천시,승주시장,2,2
1762,전통시장,인정시장,전남순천시,중앙시장,2,2
1763,전통시장,인정시장,전남여수시,덕양시장,2,2
1764,전통시장,인정시장,전남여수시,중앙선어시장,2,2
1765,전통시장,인정시장,전남완도군,노화읍5일시장,2,2
1766,전통시장,인정시장,전남함평군,나산시장,2,2
1767,전통시장,인정시장,경남고성군,고성시장,1,2
1768,전통시장,인정시장,경남고성군,영오시장,2,1
1769,전통시장,인정시장,경남창원시,구암현대시장,2,2
1770,전통시장,인정시장,경남창원시,덕산그린피아상가,2,2
1771,전통시장,인정시장,경남창원시,마천시장,2,2
1772,전통시장,인정시장,경남창원시,북동공설시장,2,2
1773,전통시장,인정시장,경남하동군,화개장터,2,2
1774,전통시장,인정시장,제주서귀포시,모슬포중앙시장,2,2
1775,상점가,상점가,서울종로구,충신시장,2,2
1776,상점가,상점가,부산해운대구,반송1번가,2,2
1777,상점가,상점가,광주동구,나무전거리,1,2
1778,상점가,상점가,광주동구,지산유원지,2,2
1779,상점가,상점가,경기여주시,여주375아울렛상점가,2,2
1780,상점가,상점가,경기의정부시,로데오거리상점가,2,2
1781,상점가,상점가,경기화성시,북광장상가,2,2
1782,상점가,상점가,강원춘천시,육림고개 상점가,2,2
1783,상점가,상점가,강원태백시,황지시장상점가,2,2
1784,상점가,상점가,충남아산시,배방상점가,2,2
1785,상점가,상점가,충남천안시,두정동상점가,2,2
1786,상점가,상점가,전북익산시,그린상점가,2,2
1787,상점가,상점가,전남순천시,금당상가,2,2
1788,상점가,상점가,전남순천시,연향패션상가,2,2
1789,상점가,상점가,전남순천시,왕지상가,2,2
1790,상점가,상점가,전남순천시,중앙시민로상점가,2,2
1791,지하도상점가,인정시장,서울중구,명동지하쇼핑센터,2,2
1792,지하도상점가,상점가,서울중구,을지로지하쇼핑센터,2,2
1793,지하도상점가,상점가,서울중구,을지입구지하쇼핑센터,2,2
1794,지하도상점가,인정시장,서울중구,회현지하쇼핑센터,2,2
1795,지하도상점가,상점가,부산중구,남포역S지하상가,2,2
1796,지하도상점가,인정시장,인천미추홀구,제물포지하상가,2,2
1797,상점가,상점가,경기남양주시,금곡홍유릉상점가,2,2
1798,상점가,상점가,경기용인시,구갈상점가,2,2
1799,전통시장,인정시장,서울마포구,합정시장,2,2
1800,전통시장,인정시장,전남순천시,주암시장,2,2
1801,상점가,상점가,서울서대문구,신촌 상점가,2,2
1802,지하도상점가,상점가,서울서초구,엔터식스 강남점,2,2
1803,상점가,상점가,경기과천시,중앙동상점가,2,2
1804,상점가,상점가,경기남양주시,덕소상점가,2,2
1805,상점가,상점가,경기남양주시,맷돌모루상점가,2,2
1806,상점가,상점가,경기여주시,강변상점가,2,2
1807,상점가,상점가,강원태백시,중앙로 상점가 ,2,2
1808,지하도상점가,상점가,서울종로구,대일상가(낙원지하상가),2,2
1809,전통시장,인정시장,서울중구,Team204,2,2
1810,상점가,상점가,경기여주시,터미널상점가,2,2
1811,상점가,상점가,전남여수시,흥국상가,2,2
